"QKEY","F_GENDER","JOKE1_W74","CANCUL1_W74"
201801070549,1,2,2
201801070574,2,1,1
201801070664,1,1,2
201801070706,1,2,1
201801070745,1,2,1
201801070769,2,1,1
201801070773,1,1,1
201801070775,2,1,1
201801070839,2,2,1
201801070942,2,2,2
201801070979,1,2,2
201801070984,2,2,2
201801070996,2,1,1
201801071113,2,1,1
201801071146,2,1,2
201801071154,1,2,1
201801071165,1,1,1
201801071199,2,1,2
201801071206,2,2,1
201801071240,2,2,2
201801071258,2,1,1
201801071270,2,1,1
201801071284,2,1,1
201801071289,2,1,1
201801071384,1,1,1
201801071417,1,1,1
201801071436,2,2,1
201801071546,2,2,1
201801071569,2,1,1
201801071576,2,2,1
201801071600,1,1,1
201801071708,2,1,1
201801071740,2,2,2
201801071802,1,1,1
201801071811,2,1,1
201801071964,2,1,1
201801071968,1,2,1
201801072056,1,1,1
201801072110,1,1,1
201801072201,1,1,2
201801072212,2,1,1
201801072218,1,2,1
201801072223,1,1,1
201801072273,1,1,1
201801072282,2,1,1
201801072429,1,2,2
201801072594,1,2,2
201801072638,1,2,1
201801072663,1,1,1
201801072665,1,1,1
201801072722,2,1,1
201801072729,2,1,1
201801072737,2,2,2
201801072773,2,2,1
201801072906,2,2,1
201801072979,1,1,1
201801072983,1,2,2
201801072994,2,1,1
201801073107,2,1,2
201801073137,1,1,1
201801073148,2,1,1
201801073163,2,2,2
201801073242,1,1,2
201801073245,2,1,1
201801073253,2,1,1
201801073254,1,1,2
201801073256,2,2,1
201801073355,1,1,1
201801073423,2,1,1
201801073543,2,1,1
201801073544,2,2,1
201801073604,2,2,2
201801073626,2,2,2
201801073635,2,1,1
201801073685,2,1,1
201801073705,2,1,1
201801073719,1,2,2
201801073727,1,2,1
201801073730,2,1,2
201801073742,2,1,2
201801073787,1,2,1
201801073812,1,2,2
201801073819,1,2,1
201801073850,1,1,1
201801073865,1,2,1
201801073873,1,1,1
201801073934,2,2,1
201801074050,1,1,1
201801074171,1,1,1
201801074332,2,1,1
201801074395,1,1,2
201801074456,1,2,2
201801074535,2,2,2
201801074536,2,1,1
201801074624,2,2,1
201801074678,2,2,1
201801074698,2,1,1
201801074774,1,2,2
201801074829,1,2,2
201801074871,1,1,2
201801074876,2,1,1
201801074961,2,1,1
201801075003,1,2,2
201801075004,2,2,2
201801075012,2,1,1
201801075089,2,1,1
201801075175,1,1,1
201801075224,1,1,1
201801075259,2,1,1
201801075279,2,1,1
201801075331,2,2,1
201801075338,2,2,1
201801075339,1,1,1
201801075345,2,2,2
201801075436,1,1,1
201801075501,1,1,2
201801075525,2,2,1
201801075534,1,1,1
201801075543,2,2,2
201801075613,2,1,1
201801075634,2,1,1
201801075650,2,2,2
201801075662,1,1,1
201801075675,2,1,1
201801075681,1,2,1
201801075745,2,2,1
201801075754,1,2,2
201801075826,1,1,1
201801075883,2,2,1
201801075887,2,1,1
201801075912,2,1,1
201801075946,2,2,2
201801075948,1,2,1
201801075973,2,1,1
201801075984,2,2,2
201801076049,2,1,1
201801076051,1,1,1
201801076059,2,1,1
201801076125,1,2,2
201801076128,2,2,2
201801076138,2,1,1
201801076144,2,2,1
201801076154,1,2,1
201801076175,1,2,2
201801076181,2,2,2
201801076190,1,1,1
201801076285,1,2,1
201801076294,1,2,1
201801076350,2,1,1
201801076361,1,1,1
201801076365,1,1,2
201801076374,1,1,2
201801076381,2,2,1
201801076403,1,1,1
201801076405,1,1,1
201801076421,2,1,2
201801076424,1,2,2
201801076454,2,2,1
201801076457,2,2,2
201801076501,2,1,1
201801076561,2,2,1
201801076563,2,1,1
201801076564,1,1,2
201801076714,2,1,1
201801076757,2,2,2
201801076775,2,1,2
201801076794,2,2,2
201801076847,2,1,1
201801076868,2,99,1
201801076947,2,1,1
201801076949,1,1,1
201801077014,1,1,1
201801077041,1,1,1
201801077098,2,2,2
201801077111,2,1,2
201801077112,2,1,1
201801077133,1,2,2
201801077181,2,1,1
201801077234,1,1,1
201801077248,1,1,1
201801077276,2,2,1
201801077284,2,2,1
201801077294,2,1,1
201801077295,1,1,1
201801077422,1,2,2
201801077586,2,1,1
201801077650,1,1,1
201801077699,2,2,2
201801077748,2,1,2
201801077765,1,2,2
201801077811,1,1,1
201801077832,1,1,1
201801077851,1,2,1
201801078151,1,2,2
201801078244,2,2,1
201801078289,1,1,2
201801078350,2,2,2
201801078385,2,1,1
201801078390,1,2,2
201801078396,1,1,1
201801078446,1,2,2
201801078547,2,1,1
201801078553,1,1,1
201801078690,1,2,1
201801078704,1,1,1
201801078773,2,1,1
201801079059,1,2,2
201801079121,1,1,1
201801079137,2,1,2
201801079141,1,2,2
201801079157,2,2,2
201801079164,2,2,1
201801079322,1,1,2
201801079340,1,1,1
201801079435,1,1,2
201801079502,2,1,1
201801079514,2,1,1
201801079611,2,99,1
201801079644,2,1,1
201801079675,2,2,1
201801079688,2,1,1
201801079728,1,1,1
201801079775,1,1,1
201801079787,2,1,1
201801079809,2,1,1
201801079834,1,2,1
201801079895,1,2,1
201801079917,1,2,1
201801079968,2,2,2
201801080037,2,1,1
201801080062,1,1,1
201801080084,1,1,1
201801080110,1,1,1
201801080258,2,2,2
201801080264,2,1,1
201801080307,2,2,2
201801080380,2,1,1
201801080531,1,1,1
201801080542,1,2,2
201801080556,2,1,1
201801080559,2,2,1
201801080561,2,1,1
201801080718,2,1,1
201801080769,2,1,2
201801080871,1,1,1
201801080956,2,2,1
201801080959,2,1,1
201801080969,2,1,1
201801081003,2,1,1
201801081020,2,1,1
201801081022,1,1,1
201801081041,1,2,2
201801081127,2,1,2
201801081135,1,2,1
201801081137,2,1,1
201801081202,2,1,1
201801081253,1,1,1
201801081269,2,1,1
201801081476,2,1,1
201801081563,2,2,1
201801081843,2,1,1
201801081908,2,1,1
201801081910,1,1,1
201801082007,2,1,1
201801082040,1,1,1
201801082102,1,2,2
201801082109,1,1,2
201801082114,2,1,1
201801082145,1,2,1
201801082187,1,2,2
201801082227,2,2,2
201801082360,1,1,1
201801082397,1,2,1
201801082460,2,1,1
201801082522,1,1,2
201801082597,2,1,1
201801082624,2,1,1
201801082627,2,2,2
201801082868,1,1,1
201801082941,2,2,1
201801083071,1,2,2
201801083246,2,1,1
201801083252,2,1,1
201801083276,2,2,1
201801083296,1,2,2
201801083305,1,2,2
201801083396,1,2,1
201801083419,1,2,1
201801083599,1,2,1
201801083650,2,2,2
201801083748,1,2,1
201801083766,2,1,1
201801083830,2,1,1
201801083964,2,1,2
201801083973,1,2,2
201801084067,2,1,1
201801084120,2,1,1
201801084122,2,2,1
201801084160,1,2,1
201801084200,1,2,2
201801084211,1,1,2
201801084308,1,2,2
201801084317,1,2,2
201801084345,2,2,2
201801084359,1,1,1
201801084397,2,1,1
201801084445,1,1,1
201801084531,2,1,1
201801084547,2,2,2
201801084555,2,2,1
201801084571,1,1,1
201801084578,2,1,1
201801084590,1,1,1
201801084596,2,2,1
201801084697,2,1,1
201801084705,2,2,2
201801084711,2,1,1
201801084739,2,1,1
201801084792,2,2,1
201801084822,2,1,2
201801084834,2,1,1
201801084844,1,1,1
201801084871,2,1,1
201801084899,2,2,2
201801084998,2,2,2
201801085016,2,1,1
201801085032,1,2,2
201801085041,1,1,1
201801085112,2,1,1
201801085261,2,2,2
201801085279,2,2,1
201801085292,2,1,1
201801085360,2,1,1
201801085369,1,1,2
201801085370,2,1,1
201801085379,2,2,2
201801085401,1,2,2
201801085405,1,1,1
201801085439,2,2,1
201801085444,1,1,1
201801085477,2,1,1
201801085554,1,1,1
201801085559,2,1,1
201801085678,2,1,1
201801085683,1,1,1
201801085687,1,1,1
201801085703,2,1,1
201801085731,2,2,1
201801085832,2,2,1
201801085837,2,2,1
201801085850,2,2,1
201801085914,2,1,1
201801085928,1,1,1
201801085969,2,2,2
201801085973,2,1,1
201801086018,2,2,2
201801086110,1,2,2
201801086112,1,2,2
201801086141,1,2,1
201801086151,2,1,1
201801086169,2,2,2
201801086209,1,2,2
201801086213,2,2,2
201801086234,2,1,1
201801086256,2,1,1
201801086316,2,1,2
201801086329,1,1,1
201801086388,1,2,1
201801086389,2,2,2
201801086499,2,2,2
201801086516,2,1,1
201801086522,1,2,2
201801086555,1,2,1
201801086568,2,1,1
201801086593,2,2,1
201801086686,2,1,1
201801086774,2,1,1
201801086824,1,1,1
201801086883,1,2,2
201801086937,1,2,2
201801087003,2,1,1
201801087089,1,1,2
201801087103,2,1,1
201801087113,2,1,1
201801087117,2,2,2
201801087154,2,2,1
201801087244,1,1,1
201801087258,2,1,1
201801087268,2,2,2
201801087334,2,1,1
201801087381,1,99,1
201801087415,1,2,2
201801087452,2,2,2
201801087456,2,1,1
201801087478,2,2,2
201801087636,2,2,2
201801087698,2,1,1
201801087733,2,1,1
201801087734,2,1,1
201801087743,2,1,1
201801087746,1,2,1
201801087833,2,2,1
201801087883,1,2,1
201801087949,1,1,2
201801087978,2,1,1
201801088015,1,1,1
201801088018,1,1,1
201801088031,1,1,2
201801088040,2,1,1
201801088055,2,2,2
201801088076,2,1,1
201801088085,2,2,2
201801088145,1,2,2
201801088161,2,2,2
201801088242,1,1,1
201801088308,2,1,1
201801088312,1,1,2
201801088313,2,2,2
201801088334,2,2,2
201801088353,2,2,2
201801088377,2,2,1
201801088381,1,1,1
201801088407,1,2,2
201801088412,1,1,1
201801088441,2,1,1
201801088483,2,2,2
201801088555,2,2,1
201801088556,2,2,1
201801088582,2,2,2
201801088584,2,2,1
201801088623,2,2,1
201801088644,2,1,1
201801088675,2,2,2
201801088752,2,2,2
201801088815,2,1,2
201801088897,1,1,1
201801088968,2,2,2
201801088987,2,2,1
201801089028,2,2,2
201801089069,2,2,2
201801089109,1,1,1
201801089125,1,2,2
201801089129,2,2,2
201801089177,2,2,1
201801089239,2,1,1
201801089287,2,1,1
201801089291,1,1,1
201801089317,2,1,2
201801089332,2,2,2
201801089336,2,1,1
201801089418,2,1,2
201801089427,2,2,2
201801089467,1,1,2
201801089488,2,2,2
201801089527,2,2,2
201801089539,2,1,1
201801089567,1,1,1
201801089620,2,1,1
201801089703,2,2,1
201801089737,1,1,1
201801089752,2,2,1
201801089792,1,1,2
201801089821,1,2,2
201801089861,2,1,2
201801089882,2,1,1
201801089896,2,2,2
201801089901,2,2,1
201801089914,1,2,2
201801090006,2,1,2
201801090017,1,2,1
201801090027,2,1,1
201801090052,1,1,1
201801090083,1,1,1
201801090128,1,2,1
201801090158,1,2,1
201801090175,2,2,2
201801090232,2,1,1
201801090447,1,1,1
201801090459,2,1,1
201801090470,1,2,2
201801090480,2,2,1
201801090487,2,2,2
201801090526,1,1,1
201801090535,2,1,2
201801090609,2,1,1
201801090649,1,2,2
201801090653,2,1,2
201801090658,2,2,2
201801090744,2,1,1
201801090819,1,2,2
201801090901,2,1,1
201801090951,1,2,1
201801090957,2,1,1
201801090974,2,2,2
201801091011,1,2,2
201801091043,2,2,1
201801091075,1,1,1
201801091088,2,1,1
201801091114,1,2,2
201801091143,2,1,1
201801091158,2,2,2
201801091180,2,1,1
201801091236,2,1,1
201801091280,2,1,1
201801091301,2,1,1
201801091326,1,2,2
201801091411,1,1,2
201801091438,1,2,2
201801091455,1,1,2
201801091508,2,1,1
201801091598,2,1,1
201801091606,2,1,1
201801091611,2,2,2
201801091662,1,1,2
201801091672,2,1,1
201801091688,1,1,1
201801091715,2,1,1
201801091796,1,2,2
201801091799,2,1,2
201801091896,2,1,1
201801091910,2,1,1
201801091936,2,2,2
201801092022,1,2,1
201801092104,1,1,1
201801092149,1,2,2
201801092298,1,1,1
201801092342,2,2,1
201801092344,1,2,2
201801092510,1,2,2
201801092581,2,2,1
201801092602,2,2,1
201801092650,2,2,2
201801092688,1,1,1
201801092735,1,2,1
201801092797,2,1,2
201801092946,2,1,1
201801093018,2,1,1
201801093067,2,1,1
201801093083,1,1,1
201801093090,1,1,1
201801093148,1,2,2
201801093178,2,2,1
201801093183,2,1,1
201801093197,2,2,2
201801093257,1,2,1
201801093263,2,1,1
201801093293,2,1,1
201801093319,1,2,2
201801093355,1,2,1
201801093361,2,1,2
201801093365,1,2,2
201801093381,1,1,1
201801093397,1,1,1
201801093401,1,2,1
201801093431,1,2,2
201801093434,2,1,1
201801093484,1,1,2
201801093533,2,2,1
201801093552,1,1,1
201801093566,2,2,1
201801093576,1,2,2
201801093598,2,1,1
201801093601,1,2,2
201801093634,2,2,2
201801093641,1,2,1
201801093671,2,1,2
201801093717,2,1,1
201801093721,2,1,1
201801093783,2,1,1
201801093790,1,2,1
201801093795,1,2,1
201801093849,2,2,1
201801093874,2,2,2
201801093878,1,2,2
201801093909,2,1,1
201801093936,1,1,1
201801093973,2,1,2
201801094011,2,1,1
201801094035,1,1,1
201801094075,2,1,1
201801094076,2,1,2
201801094094,1,1,1
201801094114,1,1,1
201801094116,1,2,2
201801094164,2,2,1
201801094238,2,1,1
201801094244,2,2,2
201801094266,2,2,2
201801094282,1,1,2
201801094331,2,1,2
201801094332,1,1,1
201801094419,2,1,1
201801094471,2,1,1
201801094481,1,1,1
201801094495,2,1,1
201801094501,2,1,1
201801094520,1,1,2
201801094536,2,2,2
201801094556,1,2,1
201801094567,2,2,1
201801094633,2,2,2
201801094645,1,2,2
201801094724,2,1,1
201801094729,1,2,2
201801094731,2,2,2
201801094759,2,1,1
201801094769,2,1,1
201801094794,1,2,2
201801094797,2,2,2
201801094824,2,2,2
201801094897,1,2,1
201801094905,1,1,1
201801094913,2,1,1
201801094918,1,1,1
201801094940,2,1,1
201801094941,2,1,1
201801094959,1,1,1
201801094964,2,2,2
201801094968,2,1,2
201801094972,1,2,2
201801094988,2,1,1
201801095051,1,1,1
201801095148,2,1,1
201801095220,2,1,1
201801095244,1,2,2
201801095401,2,1,2
201801095412,2,1,2
201801095420,2,1,1
201801095429,2,2,2
201801095468,2,1,1
201801095490,2,2,2
201801095613,2,2,2
201801095647,1,2,2
201801095650,2,99,1
201801095664,1,99,2
201801095672,1,2,1
201801095731,2,1,1
201801095739,2,1,1
201801095786,1,2,2
201801095845,1,2,2
201801095863,1,2,2
201801095881,1,1,1
201801095965,2,1,1
201801096010,2,1,1
201801096113,1,1,1
201801096135,1,2,2
201801096144,2,1,1
201801096183,1,2,2
201801096210,2,2,1
201801096219,2,1,1
201801096225,2,1,1
201801096255,1,1,1
201801096274,1,1,1
201801096342,1,1,1
201801096371,2,2,2
201801096421,2,1,1
201801096461,1,1,1
201801096566,1,2,2
201801096577,1,1,1
201801096603,1,2,2
201801096605,2,1,1
201801096656,2,1,1
201801096779,1,1,1
201801096790,1,2,1
201801096812,1,2,2
201801096826,1,2,2
201801096890,2,1,1
201801096907,2,2,2
201801096942,2,1,1
201801096946,1,1,2
201801097019,1,2,2
201801097031,2,2,1
201801097056,2,2,2
201801097200,1,2,1
201801097225,2,2,2
201801097410,2,1,1
201801097471,1,2,2
201801097512,1,2,2
201801097664,2,1,1
201801097696,1,1,1
201801097762,1,2,1
201801097823,2,2,1
201801097937,1,1,2
201801097960,2,1,1
201801098111,2,2,2
201801098142,1,2,1
201801098177,2,2,1
201801098248,2,2,1
201801098348,2,1,1
201801098386,2,1,2
201801098389,2,1,1
201801098392,2,2,1
201801098431,1,2,2
201801098583,2,1,1
201801098607,2,1,1
201801098620,2,1,1
201801098667,1,2,2
201801098701,2,1,1
201801098719,2,1,1
201801098754,2,2,2
201801098759,2,2,1
201801098768,2,2,2
201801098825,2,2,1
201801098831,2,1,1
201801098949,2,2,2
201801099103,2,2,1
201801099115,1,2,1
201801099130,2,2,2
201801099134,2,1,1
201801099200,2,1,2
201801099471,1,2,2
201801099535,2,1,2
201801099541,1,2,1
201801099611,2,2,2
201801099674,2,1,2
201801099717,1,2,2
201801099726,1,2,2
201801099840,2,2,2
201801099842,1,2,1
201801099899,1,1,1
201801099911,2,2,2
201801099917,2,2,2
201801099940,1,1,2
201801100004,1,99,1
201801100007,2,1,1
201801100051,2,1,1
201801100064,1,2,2
201801100141,1,2,2
201801100159,1,2,2
201801100184,1,1,1
201801100194,1,1,1
201801100415,2,1,1
201801100416,2,1,1
201801100457,2,2,2
201801100510,1,2,1
201801100547,2,2,1
201801100569,1,2,2
201801100580,1,2,2
201801100584,2,1,1
201801100636,1,2,1
201801100679,2,1,1
201801100716,1,1,1
201801100725,2,2,1
201801100770,1,2,2
201801100823,2,1,1
201801100884,1,2,2
201801100915,1,2,2
201801100924,1,2,2
201801100986,2,1,1
201801101054,2,1,2
201801101066,1,2,2
201801101137,2,1,1
201801101186,2,2,2
201801101234,2,1,2
201801101262,2,1,1
201801101268,1,1,1
201801101272,2,1,1
201801101296,2,2,1
201801101377,2,2,1
201801101406,2,99,1
201801101486,2,99,2
201801101567,2,1,1
201801101617,2,1,1
201801101625,1,1,1
201801101683,1,1,1
201801101686,2,1,1
201801101691,2,2,1
201801101692,2,1,1
201801101757,2,1,1
201801101765,1,2,2
201801101846,1,2,1
201801101902,1,2,2
201801101976,2,1,2
201801101984,1,1,1
201801102001,1,2,2
201801102026,2,2,1
201801102031,2,1,1
201801102090,1,2,1
201801102237,1,2,2
201801102241,2,1,1
201801102250,2,2,1
201801102257,1,1,1
201801102280,1,2,2
201801102332,2,1,1
201801102344,1,1,1
201801102358,2,1,1
201801102431,2,2,2
201801102503,1,2,1
201801102510,2,1,1
201801102512,1,1,1
201801102513,1,1,1
201801102518,2,1,2
201801102526,1,2,1
201801102549,2,2,1
201801102597,2,2,1
201801102736,2,2,1
201801102850,1,1,1
201801102973,1,2,2
201801102980,1,2,2
201801102991,2,99,1
201801103001,1,2,1
201801103006,2,1,1
201801103057,2,1,1
201801103068,1,2,1
201801103074,2,2,2
201801103099,1,1,2
201801103119,2,1,1
201801103145,2,1,1
201801103163,1,1,1
201801103272,1,2,1
201801103279,1,2,1
201801103317,2,2,1
201801103342,1,1,1
201801103453,2,2,2
201801103493,2,2,1
201801103528,2,1,1
201801103553,1,2,1
201801103705,1,1,1
201801103759,2,2,1
201801103783,2,2,2
201801103867,2,1,1
201801103929,2,1,1
201801103989,2,1,1
201801104013,1,2,2
201801104051,1,2,1
201801104073,2,1,1
201801104182,2,2,1
201801104273,2,1,1
201801104283,2,2,2
201801104323,1,2,2
201801104363,2,1,1
201801104376,1,1,2
201801104411,1,2,2
201801104433,2,1,1
201801104456,1,2,1
201801104457,2,2,1
201801104493,2,1,1
201801104534,2,1,1
201801104608,2,2,2
201801104654,2,1,1
201801104772,2,1,1
201801104788,2,2,1
201801104821,1,2,2
201801104845,1,1,1
201801104852,2,2,1
201801104901,2,1,1
201801104916,2,1,1
201801105005,1,1,1
201801105017,2,1,2
201801105054,1,1,1
201801105120,2,1,1
201801105125,2,2,2
201801105246,2,1,1
201801105329,2,1,1
201801105376,2,2,1
201801105381,1,2,2
201801105505,2,1,2
201801105609,1,2,2
201801105672,2,2,1
201801105683,2,2,1
201801105695,2,99,2
201801105720,2,2,2
201801105804,1,1,1
201801105814,2,1,1
201801105856,1,2,2
201801105864,1,2,2
201801105891,1,1,1
201801105932,1,2,2
201801106036,1,2,2
201801106085,1,2,1
201801106112,1,2,2
201801106247,1,2,1
201801106249,2,1,1
201801106300,2,2,1
201801106366,1,2,2
201801106421,1,2,1
201801106434,2,1,1
201801106438,1,1,1
201801106440,1,2,2
201801106445,1,2,1
201801106467,2,2,1
201801106490,2,1,1
201801106550,1,1,2
201801106555,2,1,1
201801106565,1,2,2
201801106580,1,1,1
201801106624,2,2,1
201801106644,2,1,1
201801106685,1,1,1
201801106695,2,2,2
201801106701,1,1,1
201801106813,1,2,1
201801106820,2,1,1
201801106827,2,1,2
201801106829,1,2,1
201801106992,1,2,1
201801107018,2,1,1
201801107026,2,2,1
201801107038,1,2,2
201801107098,2,1,1
201801107151,2,1,1
201801107152,2,1,1
201801107182,1,2,1
201801107243,1,2,2
201801107248,2,1,1
201801107256,1,2,1
201801107375,2,1,1
201801107508,1,2,1
201801107545,1,2,2
201801107599,1,2,2
201801107651,1,1,1
201801107668,2,2,1
201801107722,2,2,2
201801107826,1,1,1
201801107852,1,2,2
201801107887,1,1,1
201801107958,1,1,1
201801107993,2,1,1
201801108000,2,2,2
201801108131,2,2,2
201801108141,2,1,1
201801108172,1,2,1
201801108207,2,2,2
201801108212,1,2,2
201801108225,2,1,1
201801108274,2,1,1
201801108290,2,1,1
201801108320,1,1,1
201801108351,2,2,2
201801108372,1,1,2
201801108393,1,2,2
201801108425,1,1,1
201801108580,1,1,2
201801108582,2,2,2
201801108660,1,2,2
201801108723,2,1,2
201801108728,2,1,1
201801108733,1,2,2
201801108752,1,1,1
201801108823,1,1,1
201801108828,2,1,1
201801108853,2,1,1
201801108904,1,1,1
201801108920,1,1,1
201801108927,1,2,2
201801109000,2,1,1
201801109130,2,1,1
201801109154,2,1,2
201801109260,1,2,1
201801109342,2,1,1
201801109377,1,1,1
201801109386,1,1,1
201801109418,2,2,1
201801109438,2,2,1
201801109459,1,1,1
201801109484,2,1,1
201801109546,2,1,1
201801109602,1,2,2
201801109613,2,2,2
201801109734,2,1,1
201801109743,2,1,1
201801109782,1,1,2
201801109808,2,2,2
201801109875,1,2,2
201801109882,2,2,2
201801109900,1,2,1
201801109935,2,1,1
201801109983,2,1,1
201801110054,2,2,2
201801110068,1,2,2
201801110109,1,2,2
201801110141,2,1,1
201801110143,2,2,1
201801110176,2,2,2
201801110190,2,1,1
201801110206,2,1,1
201801110212,2,2,1
201801110261,1,2,1
201801110279,1,1,1
201801110309,1,1,1
201801110315,1,1,1
201801110358,1,1,1
201801110391,1,2,2
201801110439,1,2,1
201801110451,2,2,1
201801110490,1,1,1
201801110512,1,1,1
201801110515,2,1,1
201801110556,2,2,2
201801110573,2,1,2
201801110602,2,2,2
201801110641,1,2,2
201801110663,2,1,1
201801110681,2,2,1
201801110692,1,1,1
201801110718,2,1,2
201801110785,1,2,2
201801110817,2,2,1
201801110880,2,1,1
201801110901,2,2,1
201801110904,2,1,1
201801110936,1,2,2
201801110958,1,2,2
201801111010,2,1,2
201801111023,2,1,1
201801111029,2,2,2
201801111037,2,1,1
201801111043,2,1,2
201801111056,1,2,1
201801111099,1,1,1
201801111333,1,2,2
201801111533,2,1,1
201801111581,1,1,1
201801111739,2,1,1
201801111988,2,1,1
201801112078,2,2,1
201801112121,1,1,1
201801112131,2,1,1
201801112137,2,2,1
201801112144,2,2,2
201801112160,2,2,2
201801112192,2,2,1
201801112209,2,1,1
201801112228,1,2,2
201801112261,2,2,2
201801112268,1,2,1
201801112336,1,2,2
201801112366,1,2,2
201801112446,2,1,1
201801112468,1,2,1
201801112475,2,1,1
201801112524,2,1,1
201801112554,1,2,2
201801112599,2,2,2
201801112631,1,1,1
201801112674,1,2,1
201801112768,1,1,1
201801112819,2,1,1
201801112870,2,2,2
201801112921,2,2,1
201801112960,1,1,1
201801112979,1,2,2
201801112998,2,1,1
201801113022,2,1,2
201801113025,2,1,1
201801113031,2,2,2
201801113097,1,2,2
201801113129,1,1,1
201801113156,2,1,1
201801113220,2,1,1
201801113265,1,1,1
201801113305,2,1,2
201801113333,1,1,1
201801113338,1,1,1
201801113340,2,1,1
201801113373,2,1,1
201801113387,1,2,1
201801113413,2,99,1
201801113468,1,1,1
201801113512,1,2,2
201801113650,2,1,2
201801113717,1,1,1
201801113790,1,2,2
201801113814,2,1,1
201801113857,1,2,2
201801113955,2,1,1
201801113994,1,2,2
201801114023,1,2,2
201801114024,2,1,2
201801114079,1,2,2
201801114161,1,2,1
201801114272,1,1,1
201801114336,1,2,2
201801114398,1,1,1
201801114416,2,1,1
201801114430,1,1,1
201801114459,2,2,1
201801114465,1,1,1
201801114502,1,2,2
201801114506,1,1,1
201801114509,2,1,1
201801114518,2,2,2
201801114525,2,1,1
201801114555,1,2,1
201801114630,1,1,1
201801114712,2,1,2
201801114716,2,2,1
201801114758,2,1,1
201801114814,2,1,1
201801114897,2,2,2
201801114898,2,2,1
201801114941,1,2,2
201801114991,1,99,2
201801114996,1,2,2
201801115014,2,2,1
201801115059,2,99,1
201801115108,1,2,2
201801115241,2,2,1
201801115299,1,2,1
201801115315,1,1,2
201801115317,2,1,2
201801115360,1,1,1
201801115494,1,1,2
201801115525,1,2,2
201801115588,2,2,1
201801115595,1,1,1
201801115757,2,1,2
201801115836,1,2,2
201801115845,2,1,1
201801115862,1,2,2
201801115912,2,1,1
201801115919,2,1,1
201801115933,2,1,1
201801116029,1,2,1
201801116103,2,1,1
201801116112,1,2,1
201801116153,1,2,2
201801116156,1,1,1
201801116192,2,1,1
201801116259,2,2,1
201801116416,2,1,1
201801116438,2,2,2
201801116475,2,2,2
201801116493,1,1,2
201801116515,2,1,1
201801116548,2,2,2
201801116570,1,2,2
201801116588,1,2,1
201801116632,2,1,1
201801116673,2,2,2
201801116733,2,2,2
201801116774,2,2,1
201801116917,2,1,2
201801116935,2,2,2
201801116953,2,2,1
201801116962,2,1,2
201801116995,1,2,2
201801117002,2,2,1
201801117006,2,1,1
201801117071,2,1,1
201801117121,2,1,2
201801117136,1,1,1
201801117181,2,2,2
201801117240,1,1,1
201801117241,2,2,1
201801117280,2,2,1
201801117364,2,2,2
201801117373,1,2,2
201801117443,1,2,1
201801117520,2,1,1
201801117536,2,1,1
201801117554,1,2,1
201801117555,2,2,1
201801117618,2,1,2
201801117643,1,2,2
201801117672,1,2,1
201801117754,1,2,1
201801117801,2,1,1
201801117805,1,1,1
201801117867,2,1,1
201801117927,2,1,1
201801118037,1,1,1
201801118083,2,1,1
201801118097,2,1,1
201801118212,2,2,1
201801118242,2,1,1
201801118301,2,1,1
201801118302,2,1,1
201801118319,1,1,1
201801118320,2,1,1
201801118346,1,2,1
201801118406,1,99,2
201801118420,2,1,1
201801118503,2,1,2
201801118540,2,2,2
201801118555,1,1,2
201801118579,1,2,2
201801118611,2,2,2
201801118633,1,2,1
201801118718,2,2,1
201801118776,1,2,2
201801118836,2,1,2
201801118856,1,2,1
201801119046,2,1,1
201801119053,1,2,2
201801119084,1,2,1
201801119088,2,2,2
201801119093,1,2,2
201801119142,1,2,2
201801119163,1,2,2
201801119198,1,2,2
201801119202,2,1,1
201801119222,2,1,2
201801119283,1,2,1
201801119302,2,2,2
201801119337,2,99,1
201801119453,2,2,2
201801119542,1,2,2
201801119562,2,2,2
201801119678,2,1,1
201801119693,1,1,1
201801119704,2,2,1
201801119732,2,2,2
201801119884,2,2,2
201801119943,2,1,1
201801119950,1,99,1
201801120037,1,2,1
201801120038,2,1,2
201801120040,2,2,2
201801120082,2,1,2
201801120195,1,2,2
201801120235,2,2,1
201801120249,2,1,2
201801120260,2,1,1
201801120315,2,2,2
201801120319,2,1,1
201801120334,1,2,2
201801120453,2,2,1
201801120524,1,2,1
201801120543,2,1,2
201801120578,2,2,1
201801120596,1,2,2
201801120804,2,2,2
201801120820,1,2,2
201801120843,1,2,2
201801120846,2,99,1
201801120973,2,2,1
201801120983,1,2,1
201801120993,2,2,2
201801121063,2,2,2
201801121079,2,1,2
201801121112,2,2,2
201801121301,2,2,2
201801121303,2,2,2
201801121337,2,2,1
201801121386,1,2,2
201801121419,1,1,1
201801121425,1,2,2
201801121454,2,1,1
201801121531,1,2,1
201801121632,1,2,2
201801121641,2,2,1
201801121705,2,1,2
201801121752,1,2,2
201801121817,1,1,1
201801121845,2,1,2
201801121847,2,1,1
201801121872,2,1,1
201801121880,1,1,1
201801122091,2,2,1
201801122110,1,2,2
201801122147,2,2,2
201801122200,2,2,1
201801122257,2,2,2
201801122366,2,1,2
201801122479,2,1,1
201801122698,1,1,1
201801122769,1,2,2
201801122878,1,1,2
201801122896,1,1,1
201801122968,2,2,1
201801123002,2,2,1
201801123004,1,1,1
201801123037,2,2,2
201801123052,1,2,2
201801123081,2,1,1
201801123084,2,2,1
201801123094,1,2,2
201801123205,1,1,1
