"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
201901024799,"College graduate","Middle Atlantic",NA,"Woman","White","Accountable",NA,0.480024120801933
201901024821,"Associate's Degree","Pacific","Liberal","Woman","Asian","Accountable","About the right amount",0.954656216112093
201901024913,"Associate's Degree","New England","Very Liberal","Woman","Black","Accountable","Too much time",0.657319390012995
201901024925,"Associate's Degree","West South Central","Liberal","Woman","Other","Accountable","Too much time",0.729502211351929
201901024929,"Associate's Degree","Mountain","Very Liberal","Man","White","Accountable","Too much time",1.00627255283564
201901024956,"Postgraduate","Pacific","Moderate","Man","White","Accountable","About the right amount",0.310668722268732
201901024968,"High School Graduate","Pacific","Moderate","Man","Hispanic","Punish","Too little time",8.0367089863816
201901025029,"Postgraduate","New England","Conservative","Man","White","Accountable","Too little time",0.690742390829324
201901025076,"College graduate","East North Central","Liberal","Woman","White","Punish","Too little time",0.25704035594372
201901025077,"College graduate","Pacific","Moderate","Woman","Black","Accountable","Too much time",0.53919148607018
201901025094,"College graduate","Mountain","Moderate","Man","White","Accountable","Too much time",0.509189127726895
201901025102,"Some College","West South Central","Moderate","Woman","White","Punish","About the right amount",0.207914420016703
201901025137,"NA","Middle Atlantic","Moderate","Man","White","Punish","Too little time",1.81430980289409
201901025157,"Some College","East North Central","Conservative","Refused to Answer","White","Accountable","About the right amount",0.697321601653292
201901025164,"College graduate","South Atlantic","Moderate","Man","Asian","Accountable","Too much time",0.701049690968525
201901025193,"High School Graduate","East North Central","Very Conservative","Man","White","Punish","Too little time",0.665295648351002
201901025263,"Associate's Degree","Pacific","Moderate","Man","White","Punish","Too much time",0.247697744053494
201901025286,"College graduate","East North Central","Liberal","Man","White","Accountable","Too much time",0.604986485423054
201901025326,"Associate's Degree","South Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.678746624802488
201901025327,"Less Than High School","South Atlantic","Conservative","Woman","White","Accountable","Too much time",1.19077581964857
201901025347,"College graduate","South Atlantic","Liberal","Woman","White",NA,"Too much time",0.586112128863386
201901025371,"College graduate","Middle Atlantic","Moderate","Woman","Black","Punish","Too little time",0.817788251337833
201901025378,"Associate's Degree","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.750486610671129
201901025385,"Associate's Degree","East North Central","Moderate","Man","Hispanic","Accountable","About the right amount",1.21070119755557
201901025493,"Postgraduate","New England","Moderate","Man","White","Punish","Too much time",0.504014198337491
201901025506,"Associate's Degree","Mountain","Conservative","Woman","White","Punish","Too little time",1.10008608125657
201901025513,"Postgraduate","West South Central","Very Conservative","Man","White","Punish","About the right amount",0.250142574846706
201901025541,"Some College","South Atlantic","Moderate","Woman","White",NA,"About the right amount",0.583326535369294
201901025610,"Some College","West South Central","Liberal","Woman","White","Punish","About the right amount",0.364229809439135
201901025618,"Postgraduate","Middle Atlantic","Liberal","Man","Asian","Punish","About the right amount",2.06628911201166
201901025630,"Postgraduate","Pacific","Moderate","Man","Other","Accountable","Too much time",0.147894375540406
201901025670,"Postgraduate","South Atlantic","Very Conservative","Man","White","Punish","About the right amount",0.461575038133635
201901025723,"College graduate","Middle Atlantic","Moderate","Man","White","Punish","Too much time",0.520667190115845
201901025730,"College graduate","Pacific","Liberal","Woman","White","Accountable","Too much time",0.538331330992047
201901025741,"Some College","South Atlantic","Moderate","Woman","Black","Accountable",NA,0.433385627949647
201901025790,"Some College","South Atlantic","Moderate","Woman","Other","Punish","Too little time",0.724599526924679
201901025808,"Postgraduate","Pacific","Conservative","Woman","White","Accountable","About the right amount",1.7197750808901
201901025810,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.395748378478701
201901025832,"Postgraduate","South Atlantic","Liberal","Woman","Asian","Accountable","Too little time",0.295519203524167
201901025839,"High School Graduate","Mountain","Moderate","Woman","White","Accountable","About the right amount",0.899607768548562
201901025857,"High School Graduate","South Atlantic","Liberal","Woman","Black","Accountable","About the right amount",0.67998972630126
201901025864,"High School Graduate","East North Central","Conservative","Woman","White","Accountable","Too little time",0.970261534682018
201901025908,"Some College","Pacific","Very Conservative","Man","White","Punish","Too little time",0.872198700445055
201901025930,"High School Graduate","Mountain","Moderate","Woman","White","Punish","About the right amount",1.44591414519553
201901025986,"Associate's Degree","East South Central","Moderate","Woman","Hispanic","Punish","Too much time",1.60612858699555
201901026011,"Associate's Degree","South Atlantic","Liberal","Woman","White","Punish","Too much time",0.924359704815962
201901026031,"Associate's Degree","Mountain","Moderate","Woman","White","Punish","Too little time",0.866679358395117
201901026032,"Postgraduate","West North Central","Liberal","Man","White","Accountable","Too much time",0.454532412818679
201901026064,"High School Graduate","East North Central","Moderate","Man","White","Accountable","Too much time",2.1624992306804
201901026075,"College graduate","Middle Atlantic","Liberal","Man","Asian","Accountable","About the right amount",1.04538644934076
201901026091,"Postgraduate","East North Central","Moderate","Man","White","Punish","Too little time",0.352611192681923
201901026093,"Associate's Degree","Middle Atlantic","Conservative","Woman","White","Punish","Too little time",0.705733678762719
201901026097,"College graduate","West South Central","Moderate","Man","White","Accountable","Too little time",0.193772129112645
201901026123,"College graduate","East South Central","Liberal","Man","White","Accountable","About the right amount",0.487131961954837
201901026152,"High School Graduate","Mountain","Conservative","Man","White","Punish","Too little time",1.69341936485967
201901026266,"Some College","Pacific","Moderate","Woman","Hispanic","Accountable","Too much time",0.727172280062517
201901026286,"High School Graduate","Middle Atlantic","Moderate","Woman","White","Accountable","Too much time",1.36721348347495
201901026354,"Associate's Degree","New England","Conservative","Man","White","Accountable","Too little time",0.798081242161151
201901026361,"Some College","Pacific","Very Liberal","Man","White","Accountable","About the right amount",0.616800669126241
201901026363,"College graduate","Mountain","Moderate","Woman","White","Punish","Too much time",0.473583277906868
201901026407,"Some College","Middle Atlantic","Moderate","Woman","White","Punish","Too little time",0.221328138665643
201901026437,"Postgraduate","East North Central","Moderate","Man","White","Accountable","About the right amount",0.513051372725775
201901026447,"Postgraduate","Mountain","Conservative","Man","White","Accountable","About the right amount",0.317450054668848
201901026456,"High School Graduate","Pacific","Very Liberal","Man","White","Accountable","Too little time",6.49644894213385
201901026471,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.516021194028264
201901026500,"College graduate","New England","Liberal","Woman","White","Punish","Too much time",0.44537472019745
201901026526,"College graduate","Middle Atlantic","Very Conservative","Man","White","Accountable","Too little time",0.379767362364777
201901026529,"College graduate","New England","Moderate","Man","White","Punish","About the right amount",0.425165050163942
201901026566,"College graduate","Middle Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",1.95305648728496
201901026593,"High School Graduate","West South Central","Conservative","Woman","White","Accountable","Too much time",1.31701614190962
201901026603,"College graduate","East North Central","Very Conservative","Man","White","Punish","Too little time",0.315280834297757
201901026620,"College graduate","East North Central","Moderate","Woman","White",NA,"About the right amount",0.596254783866957
201901026627,"High School Graduate","West South Central","Conservative","Man","Hispanic","Accountable","About the right amount",8.0367089863816
201901026639,"College graduate","East North Central","Conservative","Man","White","Punish","Too much time",0.358319933763394
201901026661,"Associate's Degree","South Atlantic","Liberal","Woman","Black","Accountable","Too much time",0.930682519909298
201901026670,"College graduate","East North Central","Liberal","Woman","Black","Accountable","About the right amount",0.710499517277013
201901026691,"High School Graduate","West South Central","Very Conservative","Woman","Hispanic","Accountable","Too little time",2.54582665649405
201901026697,"Some College","New England","Liberal","Man","White","Accountable","Too much time",0.59598150584089
201901026708,"Associate's Degree","Pacific","Liberal","Man","Black","Accountable","About the right amount",1.63961456204909
201901026734,"Postgraduate","East North Central","Moderate","Woman","Black","Punish","Too little time",0.17455579748349
201901026739,"Some College","Pacific","Very Liberal","Man","White","Punish","About the right amount",0.57449564079676
201901026742,"College graduate","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.822118557219242
201901026760,"Associate's Degree","New England","Moderate","Man","White","Accountable","About the right amount",1.1563773474985
201901026778,"High School Graduate","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",3.27184012581724
201901026790,"College graduate","East South Central","Moderate","Man","White","Punish","Too much time",0.299601255012642
201901026802,"Postgraduate","Pacific","Liberal","Woman","Hispanic","Punish","Too much time",1.31438753727726
201901026803,"College graduate","South Atlantic","Moderate","Man","White","Accountable","Too much time",0.299782518605299
201901026817,"Associate's Degree","South Atlantic","Moderate","Man","White","Punish","About the right amount",1.77337413055846
201901026835,"College graduate","Middle Atlantic","Moderate","Man","White","Accountable","Too much time",0.384118723884908
201901026837,"High School Graduate","South Atlantic","Very Conservative","Woman","White","Accountable","About the right amount",0.821672690987099
201901026860,"College graduate","Middle Atlantic","Moderate","Man","Hispanic","Punish","About the right amount",4.69209342182636
201901026870,"Some College","South Atlantic","Moderate","Woman","White","Accountable","Too little time",0.332073083425207
201901026905,"Some College","West South Central","Moderate","Man","White","Punish","Too little time",0.363603170841639
201901026907,"High School Graduate","South Atlantic","Very Conservative","Man","White","Punish","Too little time",1.38207885159303
201901026908,"Some College","East North Central","Very Conservative","Woman","White","Accountable","Too little time",0.41456241961567
201901026925,"Some College","Pacific","Liberal","Woman","White","Accountable","Too much time",0.773460662541688
201901026943,"Postgraduate","West South Central","Very Liberal","Woman","White","Accountable",NA,0.274229798165734
201901026996,"Some College","South Atlantic","Moderate","Man","White",NA,"Too much time",0.223230695609906
201901027000,"Postgraduate","West North Central","Moderate","Man","Hispanic","Punish","About the right amount",1.00647026991453
201901027010,"Some College","East North Central","Moderate","Man","White","Accountable","Too little time",0.280492627495919
201901027059,"High School Graduate","Middle Atlantic","Conservative","Woman","White","Punish","About the right amount",1.11315797432107
201901027152,"Postgraduate","East North Central","Very Liberal","Man","White","Accountable","About the right amount",0.579093119607609
201901027155,"College graduate","West South Central","Moderate","Woman","White","Punish","Too little time",0.32903746002983
201901027185,"Some College","West South Central","Moderate","Woman","White","Punish","Too little time",0.476728767692178
201901027211,"Associate's Degree","South Atlantic","Very Conservative","Woman","White","Punish","About the right amount",0.578437180895614
201901027219,"Associate's Degree","Middle Atlantic","Moderate","Man","White","Punish","Too much time",3.17329352194491
201901027257,"Associate's Degree","East North Central","Moderate","Woman","White","Accountable","About the right amount",0.541775878728041
201901027260,"Some College","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",0.485059303501759
201901027318,"Some College","Pacific","Conservative","Man","White","Punish","About the right amount",0.637074851476245
201901027360,"Postgraduate","South Atlantic","Very Liberal","Man","White","Punish","About the right amount",0.576676336407871
201901027386,"College graduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.386366152977888
201901027398,"High School Graduate","East North Central","Conservative","Man","White","Accountable","Too little time",1.64793647722751
201901027428,"College graduate","Pacific",NA,"Man","White","Accountable","Too little time",2.33066671566532
201901027479,"College graduate","West North Central","Conservative","Man","White",NA,"About the right amount",0.696510985920573
201901027484,"Postgraduate","Middle Atlantic","Liberal","Man","White","Punish","Too little time",0.633762565137366
201901027499,"High School Graduate","Pacific",NA,"Man","White",NA,"Too much time",2.85821122597734
201901027572,"Postgraduate","Pacific","Conservative","Man","White","Punish","About the right amount",0.447521408231911
201901027573,"College graduate","Mountain","Very Liberal","Woman","White","Accountable","Too much time",0.620502651494681
201901027613,"Postgraduate","Middle Atlantic","Very Liberal","Man","White","Punish","Too much time",1.56645550535262
201901027629,"Associate's Degree","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.259226543587833
201901027634,"Postgraduate","Pacific","Moderate","Woman","White","Punish","About the right amount",0.560463313084507
201901027650,"Some College","West South Central","Moderate","Woman","Black","Accountable","Too much time",0.659219691988896
201901027654,"College graduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.766527880029042
201901027686,"Postgraduate","West South Central","Moderate","Woman","Black","Accountable","Too little time",0.602573430128741
201901027694,"High School Graduate","East North Central","Moderate","Woman","White","Punish","About the right amount",2.27475784935801
201901027701,"College graduate","South Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.402312184828318
201901027723,"Associate's Degree","New England","Conservative","Man","White","Punish","Too little time",0.57816974431417
201901027776,"Associate's Degree","Middle Atlantic","Moderate","Woman","White","Punish","About the right amount",0.543196493272825
201901027880,"Postgraduate","Middle Atlantic","Conservative","Woman","White","Accountable","Too little time",0.649832372073662
201901027894,"Some College","Pacific","Moderate","Man","Hispanic","Accountable","Too much time",1.25972295140852
201901027921,"Associate's Degree","West North Central","Moderate","Woman","Asian","Accountable","Too much time",3.01121743983727
201901027926,"Associate's Degree","Pacific","Moderate","Woman","White","Accountable","About the right amount",0.607295122429229
201901027927,"College graduate","New England","Liberal","Woman","White","Accountable","About the right amount",0.376009960269877
201901027931,"Less Than High School","West South Central","Very Liberal","Woman","Black","Punish","Too much time",4.52120966885374
201901027954,"Postgraduate","Middle Atlantic","Liberal","Woman","White","Accountable","About the right amount",1.17798062367768
201901027980,"High School Graduate","East North Central","Moderate","Woman","White","Accountable","Too little time",1.04552458671195
201901027981,"Postgraduate","South Atlantic","Moderate","Woman","White","Accountable","Too much time",0.312120392123671
201901028033,"Associate's Degree","Middle Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.405807824611129
201901028040,"Associate's Degree","West South Central","Moderate","Woman","White","Accountable","About the right amount",1.10881148972559
201901028047,"Associate's Degree","West South Central","Moderate","Man","Hispanic","Accountable","Too much time",1.91307807421792
201901028062,"Postgraduate","East South Central",NA,"Man","White","Accountable","Too little time",0.326369484369323
201901028075,"Associate's Degree","West North Central","Very Conservative","Man","White","Punish","Too little time",0.375440944481533
201901028078,"Postgraduate","East North Central","Liberal","Man","Asian","Accountable","Too much time",0.686570266884039
201901028085,"High School Graduate","East South Central","Conservative","Woman","White","Accountable","Too little time",1.11976841397055
201901028096,"Postgraduate","New England","Liberal","Woman","White","Accountable","Too much time",0.23242695883292
201901028144,"High School Graduate","South Atlantic","Liberal","Woman","White","Accountable","About the right amount",0.793903280521017
201901028197,"Some College","South Atlantic","Conservative","Man","Other","Punish","Too little time",0.542925218816112
201901028225,"College graduate","West South Central","Very Conservative","Woman","White","Accountable","About the right amount",0.725122517893471
201901028242,"Postgraduate","East North Central","Moderate","Man","White","Punish","Too much time",0.550943321360042
201901028263,"College graduate","West North Central","Very Conservative","Man","White","Accountable","Too little time",0.354580498929357
201901028280,"Associate's Degree","New England","Liberal","Man","White","Accountable","Too much time",0.504097239934236
201901028313,"Postgraduate","Mountain","Moderate","Woman","White","Accountable","Too much time",0.313320579855941
201901028432,"College graduate","Pacific","Very Conservative","Woman","White",NA,"About the right amount",0.642136666279862
201901028439,"Postgraduate","West North Central","Liberal","Man","White","Accountable","Too little time",0.314304215090602
201901028466,"Some College","Middle Atlantic","Moderate","Woman","Hispanic",NA,"About the right amount",0.656916318747084
201901028482,"Postgraduate","East North Central","Very Liberal","Woman","White","Accountable",NA,0.853359908095842
201901028509,"Associate's Degree","Middle Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.373752403383521
201901028518,"High School Graduate","West South Central","Conservative","Man","Hispanic","Accountable","About the right amount",3.67307872473027
201901028546,"High School Graduate","Mountain","Conservative","Man","White","Punish","About the right amount",0.939126906082182
201901028573,"Postgraduate","Pacific","Very Liberal","Woman","White","Accountable","Too much time",0.403938204110836
201901028617,"Some College","Mountain","Liberal","Man","White","Punish","Too much time",1.41300958104415
201901028653,"College graduate","East North Central","Moderate","Man","White","Accountable","Too much time",0.616323495786213
201901028681,"Postgraduate","West South Central","Moderate","Man","Hispanic","Accountable","Too little time",0.493316196314701
201901028721,"Some College","New England","Liberal","Woman","White","Accountable","Too much time",0.711411968485931
201901028725,"Postgraduate","Middle Atlantic","Moderate","Woman","White",NA,"About the right amount",0.610139804976772
201901028747,"High School Graduate","New England","Moderate","Man","White","Punish","Too little time",7.59397707705981
201901028755,"Some College","South Atlantic","Liberal","Woman","Black","Accountable","Too much time",0.863833321395476
201901028778,"Less Than High School","South Atlantic","Liberal","Man","Hispanic","Accountable","Too little time",2.18424265859644
201901028801,"College graduate","South Atlantic","Conservative","Woman","Hispanic","Accountable","Too much time",0.824398745533178
201901028812,"College graduate","Pacific","Moderate","Man","Hispanic","Accountable","Too much time",0.709881925746726
201901028934,"College graduate","East North Central","Moderate","Woman","White","Accountable","About the right amount",0.621750256183641
201901028938,"Some College","Mountain","Liberal","Woman","Hispanic","Accountable","Too little time",1.05816349744879
201901028992,"College graduate","West North Central","Very Conservative","Man","Refused","Punish","Too little time",0.265666387221308
201901029087,"Some College","East North Central","Moderate","Woman","Black","Accountable","Too little time",1.14513054469114
201901029135,"High School Graduate","Pacific","Very Liberal","Man","White","Punish","Too much time",1.12847549102999
201901029143,"College graduate","Mountain","Very Conservative","Woman","White","Punish","Too little time",0.570712401729182
201901029154,"Associate's Degree","East South Central","Moderate","Woman","Black","Accountable","Too much time",0.779118071551069
201901029181,"College graduate","West North Central","Liberal","Woman","White","Accountable","Too much time",0.660150293616394
201901029224,"Postgraduate","New England","Conservative","Man","White","Punish","Too little time",0.651702996514015
201901029274,"Some College","East North Central","Conservative","Man","White","Accountable","About the right amount",0.845422803084784
201901029306,"High School Graduate","Middle Atlantic","Liberal","Woman","White","Accountable","About the right amount",1.18231792684804
201901029376,"Postgraduate","South Atlantic","Very Conservative","Woman","White","Punish","About the right amount",0.186962066636222
201901029385,"Some College","East North Central","Conservative","Man","White","Punish","Too little time",0.645991156669539
201901029422,"Some College","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.58413164840045
201901029559,"Postgraduate","Mountain","Liberal","Woman","White",NA,"About the right amount",0.514549299608837
201901029569,"Postgraduate","East North Central","Moderate","Man","White","Accountable","About the right amount",0.31041816699659
201901029656,"College graduate","South Atlantic","Moderate","Man","White","Punish","About the right amount",2.16152237588206
201901029676,"High School Graduate","New England","Moderate","Woman","White","Accountable","Too little time",1.56605732664354
201901029681,"College graduate","West North Central","Conservative","Man","White","Punish","About the right amount",1.1495757315326
201901029683,"College graduate","South Atlantic","Moderate","Woman","White","Punish","Too much time",0.735260884399555
201901029695,"Postgraduate","East North Central","Moderate","Woman","White","Accountable","About the right amount",0.80462485323615
201901029697,"College graduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.539814614923075
201901029757,"College graduate","West South Central","Moderate","Woman","White","Accountable","Too little time",0.631956323518516
201901029789,"College graduate","Middle Atlantic","Moderate","Man","White","Punish","Too much time",1.11330319335311
201901029802,"Some College","Pacific","Moderate","Man","White","Punish","Too little time",0.677564985392613
201901029826,"College graduate","East North Central","Conservative","Man","White","Accountable","Too much time",0.393305469947975
201901029828,"College graduate","South Atlantic","Very Liberal","Woman","White","Accountable","About the right amount",0.649173689520641
201901029832,"College graduate","Mountain","Conservative","Man","White","Punish","Too little time",0.355317692645815
201901029905,"College graduate","Pacific","Conservative","Man","White","Punish","Too little time",1.00735319269474
201901029912,"Postgraduate","New England","Conservative","Woman","White","Accountable","About the right amount",0.823117905782887
201901029952,"College graduate","West South Central","Moderate","Man","White","Accountable","Too much time",0.559717845403487
201901030008,"College graduate","West North Central","Conservative","Woman","White","Punish","About the right amount",4.37998191234322
201901030013,"College graduate","East North Central","Very Liberal","Woman","White","Accountable","About the right amount",0.545908615436324
201901030088,"Some College","South Atlantic","Very Liberal","Woman","Black","Accountable","Too much time",0.275046471871671
201901030150,"High School Graduate","Middle Atlantic","Liberal","Woman","White","Accountable","Too little time",2.82151422924985
201901030154,"Associate's Degree","Pacific","Very Liberal","Woman","White","Punish","Too little time",0.605960685150621
201901030161,"Some College","Middle Atlantic","Liberal","Woman","Black","Accountable","About the right amount",1.14504494484817
201901030204,"Some College","Mountain","Conservative","Woman","White","Punish","Too little time",0.723609092771165
201901030358,"Some College","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",1.46852452755233
201901030367,"College graduate","South Atlantic","Liberal","Woman","White","Accountable",NA,0.248785630642328
201901030376,"College graduate","West North Central","Conservative","Man","White","Punish","Too much time",0.235521540228705
201901030431,"Some College","West South Central","Conservative","Man","Hispanic","Punish","Too little time",0.216004764807588
201901030435,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",1.45733538021621
201901030456,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","Too much time",0.454863233453425
201901030489,"High School Graduate","Mountain","Liberal","Woman","White","Accountable","About the right amount",8.0367089863816
201901030503,"Postgraduate","South Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.354207780060212
201901030524,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.869425936720588
201901030526,"Postgraduate","West South Central","Moderate","Man","White","Punish","Too little time",1.62982137148493
201901030554,"Associate's Degree","West South Central","Very Conservative","Woman","White","Punish","Too little time",0.587868068303188
201901030560,"College graduate","Pacific","Liberal","Man","White","Accountable","Too much time",0.529373135162976
201901030575,"Postgraduate","East North Central","Liberal","Man","White","Accountable","Too much time",0.387434699008689
201901030578,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.568004219015939
201901030618,"Postgraduate","East South Central","Very Conservative","Woman","White","Punish","Too little time",0.350406733817312
201901030679,"Postgraduate","South Atlantic","Moderate","Woman","White","Accountable","Too little time",0.742242906454486
201901030720,"High School Graduate","Middle Atlantic","Moderate","Man","White","Punish","Too little time",3.24575391548257
201901030746,"Postgraduate","South Atlantic","Very Conservative","Man","White","Accountable","Too little time",0.288470383568747
201901030805,"Postgraduate","Pacific","Very Conservative","Woman","White","Accountable","Too little time",0.620927634600503
201901030807,"College graduate","Middle Atlantic","Moderate","Woman","White","Punish","Too little time",0.789104522998634
201901030812,"Postgraduate","Mountain","Moderate","Man","White","Punish","About the right amount",0.486131407683618
201901030851,"High School Graduate","South Atlantic","Liberal","Woman","Hispanic","Accountable","About the right amount",1.72146028133801
201901030861,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","About the right amount",0.42093665741304
201901030863,"High School Graduate","West South Central","Liberal","Woman","Hispanic","Accountable","Too little time",4.50176945395059
201901030866,"College graduate","West South Central","Conservative","Man","White","Accountable","Too little time",0.299884723689652
201901030882,"College graduate","East North Central","Moderate","Man","White","Accountable","About the right amount",0.474755247139625
201901030885,"College graduate","South Atlantic","Conservative","Woman","White","Punish","About the right amount",0.724301696441911
201901031008,"Postgraduate","East North Central","Very Conservative","Woman","White",NA,NA,0.578004889813366
201901031063,"Postgraduate","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.25845174989121
201901031064,"Postgraduate","Middle Atlantic",NA,"Man","White","Accountable","Too much time",0.559920585526036
201901031208,"Less Than High School","East North Central","Conservative","Man","White",NA,"Too little time",0.534387895181981
201901031287,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","About the right amount",0.503671059517503
201901031311,"Less Than High School","East North Central","Moderate","Woman","White","Accountable","About the right amount",2.06420193265786
201901031344,"Some College","South Atlantic","Liberal","Woman","Black","Punish","About the right amount",0.220530487205604
201901031350,"College graduate","West North Central","Conservative","Man","White","Punish","Too little time",0.666573722538653
201901031373,"College graduate","New England","Very Liberal","Man","Other","Accountable","Too much time",0.519048589259148
201901031377,"Postgraduate","South Atlantic","Liberal","Man","White",NA,"Too much time",0.364568535511106
201901031405,"Some College","East North Central","Liberal","Woman","White","Accountable","About the right amount",0.70269574574387
201901031471,"College graduate","Pacific","Very Conservative","Man","White","Punish","Too little time",0.63658066143038
201901031482,"Associate's Degree","Middle Atlantic","Moderate","Man","White","Punish","Too little time",1.368191500305
201901031513,"College graduate","Mountain","Very Conservative","Man","Hispanic","Punish","About the right amount",0.527153284300297
201901031553,"High School Graduate","West South Central","Liberal","Woman","Black","Accountable","Too much time",0.76101782932394
201901031595,"College graduate","South Atlantic","Moderate","Man","White","Punish","Too little time",0.297273926529322
201901031634,"Some College","South Atlantic","Liberal","Man","White","Accountable",NA,0.830217875336091
201901031661,"Postgraduate","Pacific","Moderate","Man","White","Accountable","About the right amount",0.383454524626631
201901031667,"High School Graduate","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.750677809743129
201901031708,"High School Graduate","East North Central","Conservative","Woman","White","Accountable","Too little time",0.723173551758212
201901031743,"Postgraduate","Middle Atlantic","Moderate","Man","White","Accountable","Too much time",0.306968543969758
201901031758,"Some College","Mountain","Conservative","Woman","White","Accountable","About the right amount",0.525141822376981
201901031771,"College graduate","West South Central","Moderate","Woman","White","Punish","Too much time",0.391396517786728
201901031774,"High School Graduate","Middle Atlantic","Conservative","Woman","White","Accountable","Too much time",0.848552386205618
201901031804,"Postgraduate","South Atlantic","Moderate","Man","Black","Accountable","Too much time",0.657889011137078
201901031876,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.0726105910133332
201901031970,"High School Graduate","South Atlantic",NA,"Refused to Answer","Hispanic","Accountable","About the right amount",0.299130256495849
201901032142,"Less Than High School","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.162541077313894
201901032626,"High School Graduate","West South Central","Moderate","Man","Hispanic","Accountable","About the right amount",0.0982431942647112
201901032756,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.00449135121991583
201901032821,"Some College","Pacific","Liberal","Woman","Hispanic","Accountable","Too much time",0.129555640163331
201901032948,"Associate's Degree","South Atlantic","Very Liberal","Man","Hispanic","Punish","About the right amount",0.0965403603510591
201901033067,"College graduate","South Atlantic","Moderate","Man","Hispanic","Punish","About the right amount",0.0722950896762095
201901033313,"Associate's Degree","South Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.101418033512985
201901034187,"Less Than High School","South Atlantic","Moderate","Man","Black","Accountable","Too little time",0.0846554801259595
201901034533,"Some College","Middle Atlantic","Very Liberal","Woman","Hispanic","Accountable","About the right amount",0.102986346858714
201901034658,"Less Than High School","Middle Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.702268714494018
201901034683,"College graduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.0289010732479925
201901034833,"College graduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.0748240671092432
201901035302,"Postgraduate","Middle Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.155240144644513
201901035395,"Less Than High School","South Atlantic","Very Conservative","Woman","Hispanic","Accountable","About the right amount",0.107783428963874
201901035499,"Some College","South Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.0660396284775111
201901035767,"Associate's Degree","Middle Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.00449135121991583
201901035842,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic","Punish","Too little time",0.00449135121991583
201901036181,"Postgraduate","Pacific","Very Liberal","Man","Hispanic","Punish","Too little time",0.0929752770496246
201901036312,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.0881748372500268
201901036379,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.0655175159753891
201901036461,"College graduate","South Atlantic","Moderate","Woman","Hispanic","Punish","Too much time",0.00449135121991583
201901036471,"Some College","South Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.488231820260065
201901036548,"Postgraduate","South Atlantic","Very Conservative","Man","Hispanic","Accountable","Too little time",0.122772073013633
201901036647,"Some College","South Atlantic","Very Conservative","Man","Hispanic","Punish","About the right amount",0.197872277402959
201901036659,"College graduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.0807999026002223
201901036798,"Associate's Degree","Middle Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901036881,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.0741676803069798
201901037170,"College graduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.0723919001268227
201901037189,"College graduate","South Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.0678898128085844
